prem_id,premise,dialect
prem1243,"Uain dala 40 urte, ikasle batek, Betty Groh Tower-ek, rejistro medikoak kudeatzeko ikastaruan izena eman tzun. Gure lehenbiziko graduaua bihurtu zan.",central
prem1244,"Liburuteiyai ekarpena in'yozunez, Citywide Friends elkarteko kide bihurtuko zea.",central
prem1245,Abenduan 11n billauko'izut!,central
prem1246,"William Lowe Bryan Indianako Unibertsitateko presidentia izan tzan. Haren ametsa oiñarri zabaleko unibertsitate bat zan, ta, hala, Indianako Unibertsitateko Medikuntza Eskola sortu zun, 1903an.",central
prem1247,"Zure babesa IRTn konpromiso-programen mesedeako da zuzenian, ta donaziyuen diruakin parekatzen laguntze'u.",central
prem1248,Uain ohiko AZKEN DEIA dator!,central
prem1249,"Funtsezkua da AEBko herritarrei erakustia filantropia ze inportantia dan, lider ondo informatuen ta konprometituen belaunaldi berri bat garatzeko.",central
prem1250,"Ikuskizuna itia K-12ko 6.500 ikasle baño gehiyon aurrian, estatuko profesionalen batzarretan, Pan-Am Media Event ekitaldi batian ta AEBn aurrian.",central
prem1251,"Indianako lege fiskalan eskuzabaltasuna dala-ta, Unibertsitatiai 200 dolar arteko eozein diru-kopuru emanezkeo, kopuru horren erdiya baño etzaizu kostauko, aitorpen fiskal federalian erreklamatze'zun kenkariya kenduta.",central
prem1252,Gutun honen bidez jakinarazi nahi'izeu denboraldi hontan arrakastan bat lortu badeu'e uaindikan zure laguntza bihar deula gure kudeaketa fiskal senduakin ta antzerki-ekoizpen biziyekin jarraitu ahal izateko.,central
prem1253,"Iaz, New Yorkeko estatuko 48.000 ume baño gehiyo gaixki tratau ta mou desegokiyan zaitu'zituen: zauriu in tzituen, bortxau, tratu txar emozionalak jasanarazi zixkiyen, ta arreta ta gainbegiratze egokiyak ukau.",central
prem1254,Ta 85 urte baño gehiyo gabiltza hortan.,central
prem1255,"Bihotzeko gaixotasunen ondoriyo suntsitzailleetako bat bihotz-muskuluan sortze'an kaltia da, ezin konpontzekua.",central
prem1256,Gaur eskatze'izuet IRTi donaziyua iteko ta 26 urtian in duen lan zoragarriyakin aurrea iten laguntzeko.,central
prem1257,Espero det bikaintasunan tradiziyo olinpikuakin jarraitzen lagunduko'iguzula.,central
prem1258,"1914azkeoztikan, Civic-ek bere berezitasunai eutsi'yo, leial jardun du-ta.",central
prem1259,… zerren parte izaten ta ze babesten eongo zinake harro?,central
prem1260,… naturai buruz idazte'uen munduko adeitsuenak ta motibatzaillienak.,central
prem1261,"Hamen funtsak bihar dira hasierako kapital bezela erabiltzeko, batez'e eskolako autobabesa izan biharko zuen proiektuak jartzen ai gean bitartean.",central
prem1262,"Bistakua da IMAk munduko arte-bilduma iraunkorra sortzeko dakan konpromisua, txintxikatzeko 75 paper-biribilki raro ta pantailla tolesgarri erosi zitun-ta abenduan.",central
prem1263,"Zoritxarrez, AEBko herritar guztiyek eztakae filantropian inportantziyai buruz guk dakaun ikuspegiya.",central
prem1264,Zure berri laixter jakitia espero det.,central
prem1265,"Nussbaum-eko kide zean neurriyan, galtzeko zoriyan daben animaliyak ta haien bizitokiyak salbatzen lagundu'iguzu.",central
prem1266,"Urtero, uztaillian, gure estatuko ondaria ospatze'eu elkartian Hoosier historia-jaialdiyan.",central
prem1267,Gure unibertsitate-ospitaliek ta ikerketa-programek eztue estatuan laguntzaikan jasotzen.,central
prem1268,"Beste galderaikan badakazu, mesedez, deitu kidientzako zerbitzuen koordinatzaille Chris Youngi, telefono-zenbaki honta: (800) 877-6773.",central
prem1269,"Iaz, gure ikasle ohien % 20k bakarrikan in tzion donaziyua eskolai; 1990ian, berriz, % 14k.",central
prem1270,"Citywide Friends of the Free Library elkarteko kide zeanez, hiru hillian behin berripapera jasoko'zu, liburuteiko gertaerei ta lege-kontuei buruzko informaziyua eukitzeko.",central
prem1271,"Honekin batera, berriz'e, kide iteko formulayua ta erantzun komertzialeko gutun-azala bialtze'ixkizeu.",central
prem1272,"Halaxe da, baita're, beste Hoosier ezaun batzukin; adibidez, James Whitcomb Riley, Eugene V. Debs ta Madam C.J.",central
prem1273,"Hementxe uain arteko emaitzak: 5.615, emaille eztian ikasle ohiak, 81, % 1,4; donaziyo haundiyena izan tzan. Ta 2.840 dolar; txikiyena, 5 dolarrekua.",central
prem1274,"Inbertsiyo horren ondoriyoz, 60 etxebizitza berritu ta saldu zaixkiye baliabide apaleko erosliei, ta kalitate oneko 100 apartamentu zaharberritu'ya, arrazoizko preziyuan saltzeko.",central
prem1275,Ta hori da IRTn Hezkuntza Programen tresna zoragarriya. Egunerokuan erabiltzeko ta bizirik irauteko mouko tresnak erakuste'ixkiyen istorioak ikusiko'txue harekin umiek.,central
prem1276,"Bush presidentian izenian, etorkizunian zurekin lan egitia espero det.",central
prem1277,"Zenbait urtian, paketiak iten ta bulegoko lanetan jardun tzun.",central
prem1278,"Uain dala hillabete, Indianapolisen in nun debuta zuzendari-lanetan, AEBko agertokiyetako klasiko batekin: Inherit the Wind. Bigarren hezkuntzako ta batxillergoko 5.500 ikasle baño gehiyo eon tzian.",central
prem1279,"Beraz, esan bihar dizuet Filantropia Zentruak'e zeatikan mezi dun babesa.",central
prem1280,"Katedraleko uaingo ikaslien % 25ek, gitxi gorabehera, laguntza finantzariyon bat jasotze'ue.",central
prem1281,Ta zerbitzua emate'yeun umien % 30ek baño gehiyok ezin due kanpalekuan preziyua paatu.,central
prem1282,"Gutun honen bidez jakinarazi nahi dizeu uaindikan'e zure laguntza bihar deula kudeaketa fiskal sendua, antzezlan biziyak ta hezkuntza-programa bikaiñak gauzatzen jarraitzeko.",central
prem1283,Baña aldaketan barruan jarraipena're eongo'a.,central
prem1284,"Laguntzaikan gabe, dirulaguntzen parte bat galduko deu.",central
prem1285,"Science aldizkariyan argitarautako ikerketan ageriyan laga'ue ze aurrerapen in dian; izan'e, animalia-eredu batian bihotz-zelula funtzionalak arrakastaz transplantatzia lortu dan lehenbiziko aldiya dokumentau due.",central
prem1286,"Bigarren hezkuntzako ta batxillergoko ikaslientzako arte-programak dazkau; uain egoera larriyan dabe, eskola-aurrekontuan arteako geo ta diru gitxiyo gordetze'a-ta.",central
prem1287,"Hiriko irabazi-asmoikan gabeko beste antzoki batzuetan ez bezela, gure aktoriek beaien lanbidiaren bidez ateatze'ue bizimodua.",central
prem1288,"Hain zuzen'e, Lowell Nussbaum Society elkartiari eman'yozun laguntza zure alokairua baño askoz haundiyo da.",central
prem1289,"Hobari bezela, uain % 50eko desgrabaziyua eskeintzia dakau 100 dolar o gehiyo emate'txuenei, Indianako NAP Neighborhood Assistance Program bidez.",central
prem1290,Jarraitze'ula ikusi nahi nuke.,central
prem1291,"FOREVER PLAID: izenak beakin dakar baliyo tradizionalen jarraipena: familiyan, etxian ta harmoniyan baliyuena.",central
prem1292,"Atzerriko bixitariyen kontseilu nazionala hantxe antolau zuen Hegoafrikako praktika-programak ta Txinako medikuntza-praktiken programak. Hala, 199an, 100 gonbidau baño gehiyo etorri zian Indianako erdialdea.",central
prem1293,Oreka pixkat nahi dezu?,central
prem1294,"Indianako Unibertsitateko medikuntza-eskolan kanpaiñai o Field doktorearen ikerketai buruzko informaziyo gehiyo nahi badezu, deitu 274-3270 telefono-zenbakira.",central
prem1295,IMAko Garapen Batzordiak 1998ko abenduan 31'arte jasotako hitzemate guztiyak egiaztauko'txu; dolar bakoitza.,central
prem1296,"Diapositiba-aurkezpen luze batian, liburuteya hainbat antzerki-gaitan erakuste'a.",central
prem1297,"Houstonen ostatua hartzeko erreserba-kopurua mugatua danez, espero dut izendapena onartzeko agiriya gaur bialtzia bueltan.",central
prem1298,"Gonbidau nahi'izut senatuko zirkulu errepublikanuakin bat itea, Errepublikanuen Batzar Nazionalian gure espiritua ospatzeko, Texasen, abuztuan 16tikan 20ra.",central
prem1299,"Gonbidatze'izeu proiektu inportante honen parte izatea, Indianapoliseko bi unibertsitate publiko bikaiñen lankidetza indartzeko.",central
prem1300,"Beste behin'e, zorionak zirkuluko kide izateko aho batez izendatua izatiagatikan. Ohore hori lenbaillen onartzia eskau nahi'izut.",central
prem1301,"Zure eskuzabaltasuna lagungarriya izango zaio IRTi, istoriyo onenak ahal dan onduena kontatzen segitzeko.",central
prem1302,"Donaziyo-emailliek eskuzabalak izaten segitze'badue're, Museuan programa ta operaziyo asko finantziaziyo gabe geatze'ya urtero.",central
prem1303,"Jerry Bepkok, IUPUIko kantzillerrak, Kent omendu zun bere hitzaldiyan.",central
prem1304,Abokatu onen hezkuntza indartzen segitzia dakau.,central
prem1305,"Pursuit of Excellence funtsai ekarpen haundi xamarrak itia inportantia da, ta aurten zuk'e hortan laguntzia espero deu.",central
prem1306,"Independentia in ahala, lagundu zure graduan fama indartzen.",central
prem1307,"Lou Harrisek uain dala gitxi indako inkesta baten arabera, uain enpresa-liderrak dian emakumezkuen % 66 baño gehiyo nesken eskaut-taldietan ibilitakuak dia.",central
prem1308,"Gure estatuan ondaria harro eoteko moukua da, ta zuk, beste kide arduratsu batzuekin batea, ondare hori zaitzen ta sustatzen lagunduko'zu.",central
prem1309,"Bazkide izanezkeo, bazkidientzako bakarrikan izate'yan jardueretan parte hartu ahalko'zu, ta, gañea, batzarran saio ofizial guztiyeta jun ahalko zea.",central
prem1310,"Ikasle ohien aurtengo bazkaya 1991ko urrian 23an izango'a, AMRAk Nashvillen (Tennessee) urtero ite'un topaketan.",central
prem1311,ZEIN DA ADIÑEKUENTZAKO ERRONKA?,central
prem1312,"Zure ongintzako elkartiak gizarte-zerbitzu eraginkorrak emate'txu komunitatian, animaliyentzat ta jendiantzat; gañea, Nashua hiriko txakurteya're bada.",central
prem1313,"Elefantien egitura anatomikuan zailtasunen eragiña dala-ta, etxeko animaliyetan arazo haundiya izate'an prozedura arrunt bat sortu zan.",central
prem1314,"Igual ezteu euki nahi genun guztiya, o beste batzuei ikusitakua, baña beak ziurtau zun bihar genitun gauzak eukiko genitula.",central
prem1315,IRTko kide izan naiz 17 urtian.,central
prem1316,IMAn artian garapenai buruzko elkarrizketa hiriko ordezkariyekin ta beste gizarte- ta komunitate-erakunde batzuekin.,central
prem1317,"Nahiz ta kopuruak nabarmenak dian, bekak askotan funtsezkuak izate'ya bihar finantzariyuak dazkaten ikasle onenak erakartzeko.",central
prem1318,"Nere intuiziyua, jakiña, gauza zehatz batian oinarriuta dao: zure parrokiyai urtero donaziyua itiak erakuste'u ardurak hartze'txun pertsona zeala.",central
prem1319,Ta bea beti eon tzan hor guretzat.,central
prem1320,"Estatubatuar guztiyak Olinpiar familiyan parte izatia da nere ametsa; beraz, eman ahal dezuna, mesedez.",central
prem1321,"Uain irabazteko askoz aukera gehiyo dazkau, hutsikan geau dian aulkiyengatikan (Washington, Colorado ta Ipar Dakota) ta Alan Dixon –luzaruan demokrata izandakua– kanporau duelako.",central
prem1322,"1990ian, programan zerbitzu onenan Elton T. Ridley sariya sortu zan.",central
prem1323,"Gañea, Indianako biztanliek onura fiskalak eukitzia dakae Indianako desgrabaziyuan bidez. Zuzenian aplikatze'a, estatuko errenta-aitorpenan beheko aldian.",central
prem1324,"Ikuskizun baten ondoren, agertokira bikote gazte bat iyo zan, kaixo esatea.",central
prem1325,Graduau guztiyei 1000 dolarreko donaziyua eskatzen ai gea.,central
prem1326,...gure gizartia hobetzia.,central
prem1327,"YMCAk horrela lortu nahi du. Bere printzipiyo kristauak praktikan jarri nahi'txu, programa batzuen bidez danontzako hazkunde pertsonala bultzauta ta espiritu-, gogo- ta gorputz-osasuna lortzeko bidea sortuta.",central
prem1328,"Ondorioz, badakit eginahalak egiten dituzula besteekin errukiorra eta arduratsua izateko.",central
prem1329,"The Friends elkartiak bi maillatan jardute'u: bata Citywide Friends fs, ta bestia, Branch Friends. Mailla bakarrian o biyetan parte hartzia dakazu.",central
prem1330,Hori oso inportantia da elefantiak luzaruan bizitzeko; bai gizakiyek zaitze'txuenak eta bai elefante basatiyak.,central
prem1331,"Mesedez, egin donaziyua uain, zuri, zure lagunei ta auzokidiei laguntzen segiu ahal izateko.",central
prem1332,"1991ko graduazio-ekitaldiyan bidez, Indiana Unibertsitateko ikasle garaiko oroitzapenak gogorau dia.",central
prem1333,"Amali izena du; esperantza esan nahi du. Dudaikan gabe, izenak primeran erakuste'u zein dan IZSn esperantza: zouetan ta naturan bizi dian elefante afrikarrak zaitzen lanian jarraitzia.",central
prem1334,Baña beste askok'e gure laguntza bihar due.,central
prem1335,"Pentsau errukiz zenbat ematia dakazun, mesedez.",central
prem1336,"Gañea, historiakin, literaturakin ta gizarte-ikasketekin zuzenian lotuta daben antzezlanak'e nabarmentze'txeu.",central
prem1337,Omnia vincit amor (Weekly Standard aldizkariyan lana ite'ezpa'zu): Lewinskyk zeatikan etzun in espekulatze'u Brit Hume-k (Fox News Sunday). Uaindikan presidentiakin maiteminduta dao.,central
prem1338,Askotan pentsau da Michael Apted kontratatzia telesaillai ikutu bihozberaua emateko.,central
prem1339,azal txuriko neska bat parka ta botak jantzita ikustia  // neska bat larru txuriko parka ta botak jantzita ikustia,central
prem1340,Pelikulan ezta aitatzen Kaufmanek askotan esan izan tzula nola hil nahiko zun.,central
prem1341,"Rockefeller egoera larri hortan harrapau zuen, Avenging Angel Tarbell bere mamiya urratzen hasi zanian McClure aldizkariyan.",central
prem1342,"The New Yorker aldizkariko Adam Gopnik-ek esate'u lan onenak aspaldi eman'tzituen pop artista gehiyegi dabela Veneziako bienalian (Jim Dine, Claes Oldenburg), zeiñak exeritzen baitia...",central
prem1343,"Hollywood Strikes Back lanian Nancy Griffinek idatzi zunez, Michael Eisnerrek pakiak itia eskeini ziyon Mike Ovitz lagun izandakuai, baña Ovitzek etzun onartu.",central
prem1344,"Uain dala gutxiyo, New Yorkeko merkataritza-kasu batian, aurreiritzi etnikoz jokatzia leporau ziyoen Klaymanei.",central
prem1345,"Nekez espero leike iñorrek ordezkari korporatiboz betetako areto batian AEBko lan-idazkariyai txistuka hastia, marrua itia ta dianak ta eztianak esatia.",central
prem1346,"Elikadurak eragin haundiyo daka kirol-errendimenduan, baña horrek eztu esan nahi gorpuzkerak eraginikan ez dakanik.",central
prem1347,"Behin etxea ailleauta, AEBk hornidura bi moutan mozte'ula jakin nun.",central
prem1348,"Oxford munduko unibertsitate-argitaletxe zaharrena ta haundiyena da, ta poesia-bilduma bertan behera lagako'ula iragarri berri du.",central
prem1349,"RPH liburua argitarau ta geo, bira ingo da, ta, horren ondoriyoz",central
prem1350,"Hala're, kontsolaziyoko sari bat dao bihozberatasunez.",central
prem1351,"Aste hontan Enquirer egunkariyan Ken Starr-ek maitasun-istoriyo haundiyai buruz indako erreportajian aurrerapena dator: presidentian larru-jotziak limusinan, bulego obalian ta baita LINCOLN LOGELAN'e!",central
prem1352,Hori da Sidewalk-ek. TicketMaster-eko transakzio-orriyetako URLak grabau zitun; ikuskizun jakin batzuetako sarrerak eroste'ya han.,central
prem1353,Toli hoietan eztia apustuak kirol kontuetan bakarrikan iten.,central
prem1354,"Abuztuan 25ian, demokratek Atlantic Cityn batzarra in da geo, N.J. Johnson-ek (56 urte zezkan orduan) presidente izateko lehia lagatzeko mehatxua in tzun hiru elkarrizketatan; grabauta dabe.",central
prem1355,Lamar Alexander-ek presidente izateko lehia laga zun.,central
prem1356,"Askatasun zibilen historia penagarri hortaz aparte, FBIn erabilera desegokiya dao Etxe Zuriko jatorrizko bidaia-bulegoko ikerketan; geora Filegate deitu zaio kasuai.",central
prem1357,"Tung-ek agindu du higieziñen espekulatzaillien kontrako neurriyak hartuko'txula, baña askok usten due egitan eztala hainbesteaiñokua izango.",central
prem1358,"Bestiak beste, keja hauek zeben: ekipajiakin arazuak, hegazkiñeko laguntzaillien zakarkeya, hegaldiyak arrazoi jakiñikan gabe bertan behera lagatzia ta fakturaziyoko izugarrikeyak.",central
prem1359,"Lawrence Singleton bortxatzaille ezaunak biktimen besaurriak mozte'zitun. Zortzi urte bakarrikan pasa zitun kartzelan, ta atxilou in due, beste emakume batei hil arte kutxillua sartzen ai zala, Floridan.",central
prem1360,"New Republic hedabideko Charles Lane-k esate'unez, Gabriel García Márquezen Noticia de un secuestro kazetaritza faltsuko marka zabaldu bakarrikan iten du.",central
prem1361,"Argumentu kosmologiko horren logikai kontra iteko aukera asko dabe, ta teismuan uaingo aurkariyek danak probau'txue.",central
prem1362,Talmudic-ek eztaka ekipajeikan.,central
prem1363,Epaitegiya ezta Washingtonen gaur goizian eon dan zirko politiko bakarra.,central
prem1364,Garbi dao asmo haundiko liburu hau argitarau arte gure eztabaidak itxoin in biharko'ula.,central
prem1365,"Aurrekontu horren bidez, erabaki inportantiak hartu'ya, zalantzazkuak badia're, nahiz ta mouu inplizituan izan.",central
prem1366,"Hortan danian zihar'e, Morris-ek esate'zun iten ai zana oso moralista zala.",central
prem1367,"Osasunan Mundu Erakundiak iragarri zunez, tuberkulosiya tratatzeko estratejia berri batei esker hurrengo hamarkadan hamar milloi bizitza inguru salbatzia eongo zan.",central
prem1368,"Jacob Weisberg-ek Car Talk idatzi du, gobernuko ta herriyetako aurtengo hauteskundien giltzarriyai buruzko idazlan bikain bat. Hartan, autokrazia hitza berriz definitu du.",central
prem1369,Azaleko istoriyuan ume jaioberriyek nola pentsatze'uen aztertze'un ikerlan berriyena azaltze'a.,central
prem1370,"Clinton moralki lotsaraztia etzuen nahikua izan nunbait, ta haren aurkariyak Lewinsky auziya hauspotzen saiau'zian, krimeneta ta inpugnatzeko mouko delitueta hedatzeaiño.",central
prem1371,"Zeatikan da hori hobia, larruzko beroki bihurtzia baño?",central
prem1372,"USA Today egunkariyan azken urtiak beltzak izan badia're, hedabidien kritika gorrak jaso'txu, klitxez betiak.",central
prem1373,"Teknika horrek funtzionatze'unian, indar handiko istoriyuak lortze'ya, nahiz ta gaia eztan hirugarren paragrafora arte-edo azaltzen.",central
prem1374,Mikrouhin-labe bat eukitzian kostu ekonomikua 6 dolar da.,central
prem1375,sexu- edo iraitz-jarduerak o -organuak.,central
prem1376,"NEA inkestan, liburuei buruzko galdera bakarra dao: Irakurri al tzenun libururikan iaz?",central
prem1377,Colin Powellen psikiai buruz euki leikeun ikuspei onena Woodward-ena da.,central
