text	dialect	author	work	birthplace	confidence
"PAUL APOSTOLUAREN
PHILIPIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KOLOSIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
THESALONIZEANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TITEGANATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILEMONGANATKO EPISTOLA

APOSTOLUAREN
HEBRAIKOETARATKO EPISTOLA."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IAKES APOSTOLUAREN
EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
BIGARREN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOAN APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IUDA APOSTOLUAREN
EPISTOLA KATHOLIKOA

IOANNES THEOLOJIANOAREN
APOKALIPSEA EDO REBELATIONEA

IZEN PROPRI HEBRAIKO ETA GREKO BATZUEN DEKLARATIONEA

TESTAMENTU BERRIKO
HITZ ETA MINZATZEKO MANERA

ZUBEROAKO HERRIAN
USANZATAN EZTIRADEN..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"TESTAMENTU BERRIKO
MATERIEN ERIDEITEKO TAULA

 

Bertsio informatiko honen egilea: Josu Lavin; Urkiola, 1-1K 48990 - Getxo (Bizkaia)"	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"Iesus Krist Gure Iaunaren Testamentu Berria

Joanes Leizarraga

1571

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

IESUS KRIST
GURE IAUNAREN

A TRESILLUSTRE DAME IEANNE D'ALBRET..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"HEUSKALDUNEI

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MATHEUEN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MARK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"LUK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOANNEN ARAURA

APOSTOLU SAINDUEN AKTEAK

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
ROMANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
GALATIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
EPHESIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILIPIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KOLOSIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
THESALONIZEANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TITEGANATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILEMONGANATKO EPISTOLA

APOSTOLUAREN
HEBRAIKOETARATKO EPISTOLA."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IAKES APOSTOLUAREN
EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
BIGARREN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOAN APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IUDA APOSTOLUAREN
EPISTOLA KATHOLIKOA

IOANNES THEOLOJIANOAREN
APOKALIPSEA EDO REBELATIONEA

IZEN PROPRI HEBRAIKO ETA GREKO BATZUEN DEKLARATIONEA

TESTAMENTU BERRIKO
HITZ ETA MINZATZEKO MANERA

ZUBEROAKO HERRIAN
USANZATAN EZTIRADEN..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"TESTAMENTU BERRIKO
MATERIEN ERIDEITEKO TAULA

 

Bertsio informatiko honen egilea: Josu Lavin; Urkiola, 1-1K 48990 - Getxo (Bizkaia)"	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"Iesus Krist Gure Iaunaren Testamentu Berria

Joanes Leizarraga

1571

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

IESUS KRIST
GURE IAUNAREN

A TRESILLUSTRE DAME IEANNE D'ALBRET..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"HEUSKALDUNEI

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MATHEUEN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MARK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"LUK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOANNEN ARAURA

APOSTOLU SAINDUEN AKTEAK

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
ROMANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
GALATIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
EPHESIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILIPIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KOLOSIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
THESALONIZEANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TITEGANATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILEMONGANATKO EPISTOLA

APOSTOLUAREN
HEBRAIKOETARATKO EPISTOLA."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IAKES APOSTOLUAREN
EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
BIGARREN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOAN APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IUDA APOSTOLUAREN
EPISTOLA KATHOLIKOA

IOANNES THEOLOJIANOAREN
APOKALIPSEA EDO REBELATIONEA

IZEN PROPRI HEBRAIKO ETA GREKO BATZUEN DEKLARATIONEA

TESTAMENTU BERRIKO
HITZ ETA MINZATZEKO MANERA

ZUBEROAKO HERRIAN
USANZATAN EZTIRADEN..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"TESTAMENTU BERRIKO
MATERIEN ERIDEITEKO TAULA

 

Bertsio informatiko honen egilea: Josu Lavin; Urkiola, 1-1K 48990 - Getxo (Bizkaia)"	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"Iesus Krist Gure Iaunaren Testamentu Berria

Joanes Leizarraga

1571

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

IESUS KRIST
GURE IAUNAREN

A TRESILLUSTRE DAME IEANNE D'ALBRET..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"HEUSKALDUNEI

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MATHEUEN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MARK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"LUK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOANNEN ARAURA

APOSTOLU SAINDUEN AKTEAK

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
ROMANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
GALATIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
EPHESIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILIPIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KOLOSIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
THESALONIZEANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TITEGANATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILEMONGANATKO EPISTOLA

APOSTOLUAREN
HEBRAIKOETARATKO EPISTOLA."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IAKES APOSTOLUAREN
EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
BIGARREN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOAN APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IUDA APOSTOLUAREN
EPISTOLA KATHOLIKOA

IOANNES THEOLOJIANOAREN
APOKALIPSEA EDO REBELATIONEA

IZEN PROPRI HEBRAIKO ETA GREKO BATZUEN DEKLARATIONEA

TESTAMENTU BERRIKO
HITZ ETA MINZATZEKO MANERA

ZUBEROAKO HERRIAN
USANZATAN EZTIRADEN..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"TESTAMENTU BERRIKO
MATERIEN ERIDEITEKO TAULA

 

Bertsio informatiko honen egilea: Josu Lavin; Urkiola, 1-1K 48990 - Getxo (Bizkaia)"	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"Iesus Krist Gure Iaunaren Testamentu Berria

Joanes Leizarraga

1571

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

IESUS KRIST
GURE IAUNAREN

A TRESILLUSTRE DAME IEANNE D'ALBRET..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"HEUSKALDUNEI

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MATHEUEN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MARK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"LUK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOANNEN ARAURA

APOSTOLU SAINDUEN AKTEAK

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
ROMANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KORINTHIANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
GALATIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
EPHESIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILIPIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
KOLOSIANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
THESALONIZEANOETARATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA LEHENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TIMOTHEOGANATKO EPISTOLA BIGARRENA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
TITEGANATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
PHILEMONGANATKO EPISTOLA

APOSTOLUAREN
HEBRAIKOETARATKO EPISTOLA."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IAKES APOSTOLUAREN
EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PIERRIS APOSTOLUAREN
BIGARREN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOAN APOSTOLUAREN
LEHEN EPISTOLA KATHOLIKOA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IUDA APOSTOLUAREN
EPISTOLA KATHOLIKOA

IOANNES THEOLOJIANOAREN
APOKALIPSEA EDO REBELATIONEA

IZEN PROPRI HEBRAIKO ETA GREKO BATZUEN DEKLARATIONEA

TESTAMENTU BERRIKO
HITZ ETA MINZATZEKO MANERA

ZUBEROAKO HERRIAN
USANZATAN EZTIRADEN..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"TESTAMENTU BERRIKO
MATERIEN ERIDEITEKO TAULA

 

Bertsio informatiko honen egilea: Josu Lavin; Urkiola, 1-1K 48990 - Getxo (Bizkaia)"	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"Iesus Krist Gure Iaunaren Testamentu Berria

Joanes Leizarraga

1571

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

IESUS KRIST
GURE IAUNAREN

A TRESILLUSTRE DAME IEANNE D'ALBRET..."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"HEUSKALDUNEI

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MATHEUEN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"MARK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"LUK-EN ARAURA

IESUS KRISTEN EBANJELIO SAINDUA
S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"IOANNEN ARAURA

APOSTOLU SAINDUEN AKTEAK

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
"PAUL APOSTOLUAREN
ROMANOETARATKO EPISTOLA

S."	nav-lab	ABC edo Kristinoen instrukzionea	Iesus Krist Gure Iaunaren Testamentu Berria	Beskoitze - Lapurdi	high
